text,label,__index_level_0__
"yes i do . what do you do for fun ? i like cards , billiards and darts .",1,8299
hi ! i'm doing very well tonight . want an apple martini ?,0,19970
yes they are i love them to,0,20979
"i would go to the beach , but not with irma coming in .",0,25204
. talks books + she is giving away a copy of her new book  #writerwednesday URL,0,674
what city are you from ?,0,26537
"good morning , my name is jan how do you do ?",1,2962
her name is mally i love her,1,7714
aw that is too bad . try clarita ! it clears my two sons and husband right up ?,1,13021
what ages did you coach for ?,1,8538
an actress from the 40s . starred in the lady from shanghai .,1,9145
"i'm roger , former military . do you travel much ?",0,27355
i might go check it out . i mainly watch tv and movies tho .,0,16191
"no , i think it is a good thing ! do you ?",0,14812
"mostly lifting weights . yes , a grocery store job sounds tough ! eating dinner now .",0,16211
i an fluent in karate . i enjoy teaching the boys karate as well .,1,9025
 please help her out. She is distressed. URL,0,3258
madonna is a vegan and my all time favorite but i like pizza .,1,4629
what kind of music does he play ?,1,1247
 Hey Serena...don’t do me any favors.  Women can take care of themselves.  Just hit your tennis balls and take care of your family.,0,1762
 We need complete and total gun control now. Philly needs to follow in the footsteps as chicago and london. #DemocraticSocialismNow #NoMoreGuns,0,12653
 You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday # #WalkAway,1,7416
i bet that situation would make me uncomfortable,0,23469
i'm a carminvore all the time,0,27143
"mom . she's so sweet to all living creatures , especially animals . i love that .",1,4064
hi how you doing i am fine and you ?,0,22582
  is culturally appropiated a Latino nick name.  #latinosfortrump!,0,11602
"hi , how are you ? i'm unwell for i sit on my computer for hours and hours .",0,15522
"Conservative commentator Ben Shapiro wants you to know that he’s so pro-life, he wouldn’t even consider aborting baby Hitler.",1,612
 Another terrorist brought in by obumer!,1,4862
 Cough*Nicky Haley*,0,6920
hi how are you today,0,26194
"ha , not the kind this guy works on .",1,3890
 - that he is but Jace is also worth it. The hetero keep winning.,0,10046
"i like money , a whole lot . now i'm rich , like rick james",1,9375
"yes , please . if they're chocolate .",0,20585
 Hope they continue to crash ,1,10869
  you’re my forever favorite third wheeling  weary face ,0,4748
i'm more of an introvert i really just love to read at home,0,15523
he's so loyal he would like that,1,3367
you shouldn't look down upon her . that's mean .,1,4244
 And a new knife,0,8521
that is nice to hear . does he like accounting ?,1,1350
"you are cool lol , do you like rap ?",0,24264
Hawaii eyes even stricter gun laws in wake of shooting that killed 2 police officers,0,986
 you are a traitor URL,1,1740
how long have you had your kitten ?,1,3906
"thank you . i go on nature walks a lot , it helps with stress .",0,20115
i love his music . what music do you like ?,1,1891
i totally wish i could be on t . v . one day . my friends would love it !,0,25248
i love to read . i've read a lot of books . what music do you like ?,1,1195
 Diversity makes you stronger,0,12161
hi sure i'd love to . do you speak spanish ? i grew up in mexico .,0,24900
do you have any pets ?,0,21443
yes she did ! we have been together for 3 years .,1,5644
drive my sx . fast . so what is a male ballerina called ?,1,7453
  Looks like you are the one  winking face with tongue  Some simple things needn't be explained,0,2289
"am obsessed with cooking and social media , that is my life .",1,12136
i study music . mostly death metal .,1,9258
hi . i'm about to sit down for a vegan dinner . what do former beauty queens eat ?,1,9391
"  I'm sure he doesn't call his gated community's private security firm Bull Connors"" though. It's funny  Now liberals LOVE privatization of police!""",1,390
    You are in the spirit  Bless you  face with tears of joy ,0,2541
"On this episode of the Federalist Radio Hour, Garett shares his experiences covering politics, how television and print media have changed, and his own account of the first year of the Trump presidency.",0,987
Polling for the Democratic nomination tells a depressing story for those seeking to break the glass ceiling and make the ultimate stand against patriarchy: the top contenders for the Democratic nomination are currently all white men.,1,1159
that's awesome . i like playing drums too .,1,12485
both of those are great heroes . have you seen the show supergirl ?,1,6067
Maga booked with the boys clinking beer mugs  sun ,0,11707
what do you do for a living ?,0,14078
unfortunately i love her so much,1,6791
great ! how bout you ? i'm jane by the way . and you ?,1,7336
i am good thanks no i don't,0,23541
i'd love red hair ! do you live alone ?,1,1023
"no , but my name is william after my dad who did . people call me bill",1,5692
#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL,1,235
i am obsessed with bruno mars . he's got a killer voice,1,3974
only if i can go to canada where the hot girls are,0,24656
    Why? Chairman of Young Conservatives whilst at Oxford.,0,5048
"For one thing, Trump’s impatience now threatens to undo the measures of the last ten weeks. Thanks in part to the foment of anti-lockdown protesters tacitly endorsed by Trump, governors are under increasing political pressure to reopen quickly—perhaps too soon.",1,1476
i am you g i guess . 18 only,0,15811
i am so sorry to hear that . what are you dying from ?,0,18685
oh that's great ! how is she ?,1,12932
"sounds good , my daughter is into magic stuff too",1,2906
i am so sorry for your loss . did anyone else get hurt ?,0,27580
"i'm sorry , drawing is so therapeutic . what about music , do you like it ?",0,16242
          yep bc not agreeing with forcing adult memes and choices on individuals not developed enough to comprehend them means I am homophobic,1,1045
"i am doing great , i am just enjoying the most favorite dessert that i like ; cupcakes !",1,5852
what color is your hair i dyed mine black,1,4795
i agree ! i want barbies for christmas !,1,9986
"Donald Trump claimed he has seen evidence the new coronavirus originated in a Chinese lab, as he threatened tariffs on Beijing over its role in the global pandemic.",1,1565
"she was a homemaker , but she taught me how to play guitar ,",1,10139
would you ever swim while playing hockey ?,1,1993
     Be very careful because you are in danger of pushing maps back into the closet.,0,2631
  Smudge is definitely #TeamDanny! Here she is spreading the word! URL,0,4082
"  The prison system is so fucked.  Why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? They did this in Louisiana and like  inmates went missing""""",1,59
  Is it being awarded by The Onion?,0,11961
i am forty . i like tv .,0,20141
 He got it % right He is pissing up the wall and marking his height,0,12718
nice ! 4 of my brothers are all marathoners . not sure how you do it !,1,4528
"yes , i'm about to start my own business .",0,23368
"i live in dallas , texas how about yourself",0,15653
Peace and justice advocates are praising a letter from a dozen House Democrats urging further military aid to Israel be conditioned on the state not annexing larger swaths of the occupied West Bank and calling on Congress to ensure the human rights of the Palestinian people be respected.,0,1582
technology might find an answer to it,0,21962
he needs a bath ! i am just reading a mystery novel right now though .,1,1326
